id,field,level,short_description,student
2336,Knowledge,national,bzrCWHkfrUWVaxGINtdJeAyRZNLOyeDGDlZNdCnUIBtkzyYIRkhcShyvBImtBxZYpHnjfRexKRPIZfogDLeUvqJHoLuICCljSQOJboSXoZIEKvxUFNIYmBNrQTkoMJXWonyhHcmkQGilHOyqhZPyCQTPDPgcJMtxzoJnJoppsYeJTaBMdXNwzoIyhavbkUFzHAhfUfEiFiNTniJoAjaGMWfEXNzgqeFQyKyEMTGXbNIzlpKoFiOJLQIeSkxdijBgOvMxekaKqrCcraDkiZVyVViNXvcsgkTCXyRoNYjHpxUvgthQOSbBuGcnNsarZHZcKGTNJXszsptLinrZvUSAQXzpADlfRIyzchjRtViUPmuODXJpUsrsvxtrXzijvFTCJBhRaYzCLudrgeCWOjbPSOvnDqoEHJzIGUJoMMNMrCNcUKNxpPAndNwdYmbpMVidVIMWOzTIWacjOzwUgBROYflTouNnMettKiqCWjrKtdkubqXYyMum,12318676061
2337,Sport,district,vCeNqOYSlmYeMGuTNUYJIqHOSsgNcVugvNmqSyXtujnyqUCRaItGKbTmaYcDNXpaJLOImnTBHFfZVUBukVRCtiLWhjJViXVLIBSQvavvIJGUelWPiesJVHUewetyeEOBkEGPgDmJQHmBnVECuWujkCrPMVruZQwmJboPTIuTnbtBvESplAdwGLhEfkrgLFGxRIgAYObLazWTFxuMBiIwDkVPTIYgwtRchDZQhqJbAArKNVyURXhVmEuSwVMhJbditCBKUKybRZGuTUZlbbNLMgHkNWBJGPXOGKDsroevGdzvYwbeTPRKkEUQDNDjCeSyMcRqPiHRTOyvTDWizXgeUyQbdbhmEsXBlVLZNuLBkIKHiWntDZykWgFaiGrAgMCCuMzTMSkNaRnIwKzHsBdHcpEuwkfnPqdSgmhykZJIUTWChnGHcAlNBjbcsNUSJHimsuSsSMgFcVIGnphnwmIiHBrscOSArwNhWfnjOUPDzQLuNYsuiJCm,57927325823
2338,Knowledge,national,tpdkLLYypWHGmAgfbKlaTYbbulEHakPZHLObJvFrzrjLwGRbDrdGIybnQcVyQhhIKnMZSFgDNwpbudBiLXngldfFxexHsssrwCYsemAoKxkgezkXDXFWTUMiYdwuOEWEOIHfGVIeGLxmgSrjuxNIrkJeJxnATTmpKLuogJckOctdAXohKWTQsDRiQUfrTPyGjQPvmFZlpyWcIJwcvYkTqnRQRUQepkJSUwpNVXCmFWmWpGsqlklDSzIPebhNYdQoqMxbZHHNXubVZVfEYVquOgdqlZRxdRdxcCTwapqnfMoMrWQmNzRfttGCrBTJVIYQVxLxcdjMyuWujmBoFnBWegfZQMRzHaoQoCVlnsCQyekpDUwlnchDkHKciAjfEwYLJjeDYkKKpJsuykuRFuvHhhsVCimVuFQeLejHnRQRZDrspZJsdOsQVsxBHpyNzVJjIALmKbQcxhZKXyPlrhdIFrrTJHPHXbuDTSbMJNwAGoPKefbIWjzA,88266201087
2339,Sport,district,dkFRgJDXABZNiLkxONdDACeBPautgZkqVdYwkqtfbvvPDaZMLSwsbklcQLUuqILzohrwWucMxvDudVhunGMXjODuAERVNXwXNQVwbaQVEWpdQansPOefNTSETShZMqXmYpIrrxwRCIzQbqhdqXooPUKlrCWufXRqfjEKASgYpPtfQXkIZNFcEgtJfhZoaUlSsyGzohKchPPEQMFiSHDkAsYdPgCilWZoqjJZHibkFaLWEhWoLqTYEnmzZaCVuthkxNHJXlCSRsqgANzuhWGtASxdrzIZpOKIPIkRLvgLNFPrmdgxbvjXkPjqaCtDjHJiYYqtMxTxCYlbhYTZTwfulupGoOIDiWRvSNZcGOCtarSIwTIjPyPFZocaSactoWqlLtjlmkzRPPbEnzmXaJuzzMwcCnMSxiRRDSRlCIdZYQMVcPivdbbsRdKtmrfRUUVJZpZRCJmBlTSGVRdoCuSoeGaABujSvcvWMgaRidULsqswvugmTAWx,56820486549
2340,Sport,provincial,jEUpCgJMzjjKsXpDxCSvprrQKJhtFZJTcQTtHWJRJqbmLqvvMjumxOJtMMkuFVEUhdVsGuukxxeYdhXTudFnIUFWtkOjqtzPHmiTBDwSoFHsTtRsnUWQcwgtzuMUzaHcAxNJfACEWvTHhteJuxxFVZDWuibYIQETURsTuQVyWcpiwqWdzhjissuvdoioWEVwxOARmTpaTqFAPfMDorcktUWhZjYDaRzzyiMWbOSqtLURpGyqYyZTnwibIMFxDnrXvPSdBhJXzanMZEVsjRhpWjzytNKEmWBBbYMwaQHIuKVlXWdETZLjpCLVoGXVsRZBnxYOoOxDhnUVgUiQFcfaezGMJfnNBqJwSHzDuSFVYdkitjxLMqkpWDUvbwttQPQEuKUkujXlnXQceEUPoQexWfyQXqJzLmUThOLmHZIASGjaLRqgNsNWcfStQPLvadjpXTXmadKhIxbfqlRZYeJpaetifXJNawEOvamGZAzsgyIIRLAUfEbO,17301028195
2341,Knowledge,national,iNvLBTRPjLherGNwFtkhDfEnGbRddEzBxDQYmChTxsdzcnSAJFlQSXuJhEzAWcJCkCygpxFwngVcUWxlthCgMOAywPfRIzlLcHfqdBKGsJnShDeLXuRSRRoESgDqOeghTiyywaUZYHuXbXpgJtFiMKBoqykbQcXBhRiGQeFSmkYoNRPcjHYzGiYQfeMjncrOrNiwYoUpgsaiEpGrNKSebSxeiwmnTBhChjWEcBQLGjNrmYnUjaBZxeafFdkwkXqhDazpwqvdIreIEEjDyrgjqdlcGolnYWPkJMOYRvfXtFmnvSYoVKVsmQAmxyHNfeTZDaEbZQAgOGYxtqtKVhhHymqUatWacNXYSOnplFodphHZoJOlrOmFgPzCeEHXWLNccPhDmvbYKYWmwAVtDcMUijsJXjqUxKaoDzenRAiHdnWxrQSzSRtxaAzYRtuXisngyDlnBMRzhLQCoKokNsXGcmAnBmsDZGDnuZYAQnAyRTxkatgReTXy,48253977852
2342,Voluntary work,district,FGPgHPRWmeeABrQsYyZTlbDAwWvWfwVqtzpuiRpscSwILxlodvjLzmHxTpvUdtkUCQizXgyKHoWJyTXdrjxMbSdXTWoMaOwneelYVyFoXNRucnAQydmiQNJXNHYrOJNHywkYWAvaAZfUxPHaXQyZawkmqOBAgZacdyEcWHgiSiagkJUAZOSxvZwOQdjCYlryiMHVjiRtdKILuqguJwmJKySRimfrropQEiiBYzVCiiSgeCKqHUOAjCNDCsAHxErwZDowRmEBiWFAOsGkPzIJKhQQDdxALltPbvAgfunetUgoLlFTQlvbIHvbnXvrqjQOFTJxISgGYIXJcjULwaDvBKbplsxutMkSQBcIljjrmfMGiBOvwFykHRyHbnFkNEogpUwWlCBtdlTvYayQIRdNqsETvwSJtuwzBBEoMyQyJIUsafBfwLDxfkcROhNMbzDTHCXLkKITxyYkqFsRRAGAqLJYeiTIQwimnrWmIJbSXobfVJohzGEc,22713448823
2343,Voluntary work,international,DtUxmwawiHjxOEZFvlagnHsIcbDgSemZTalWCBFGfgyLjNEXJavWsbOkTspHFwqtsAzNdxdRIEMDgZDhDThZaBeAQGGBEjNvYLaecpAhDdmeopwDZrWzRItGXlfYtYSBDVSHMOhmBBjCTwarqDMeFEOBZvrOxZvYBgcEmfaVIAhVJfAoYOeMxvwGkEywxsKANYmKCWLQwluVBucaDwtvIrJdfYZoFQJSYmQCrAwgrNCTLlWBWBEkIZshWAuhsrFMkdEjHWdxezazdgHfMjSkRKWlnGrWKfAdOtnNdFvTSXuuncqwGYZyUydxTBXjtPDjrTmmQfNuahobSUNNTlbGuLSQNQLbwgsfsuKcWgqLDIsuTVIeSFDUEDnredwCzBCqIeKywmFMVtOtGqxbejhwXYyQyuuJrpbZibHjqPnVibbNNKufTjjGajrthFJgZNWiDkKoJNyMsazTVTxluwZVprJtWlyALMJVeTqNEalRQfbVTMKDKRHQ,34028839836
2344,Voluntary work,district,xvSTwGAqsCAikTceTlDNbldvXRCbAotbGPgJWCzeNkRniAALEZzfsczzyxzyKgUBXwzGNoHBgYydmMrCYzlNOzxaKehZlpaBwvsUOPbmYDyjEmMOWBjIFQWzzgGWvvsXsuIEatWUUNURjzPQGlKmuacRpozkVKtLDLslruNfJVyjpnVGYSSKAyAYZLBQTXdukqdTFOoYmQXKyKMuJLdAGxUocJktWXLJOdxbFymUAnTBDkgTSukrGMZQydDzmLkRmEecyXdPVQwKqMJqASuEXQhHgqfvxJdPddSSPseqsUglxCcqiZbJCthxrFfYFiSKgfHAvNkTqtNrKeXPSfKPpTyMGULABLQSsZfYSTgASAsYxWMxAaOBIBzffAVllvGmYpIdTTEaXkxNvSUnyMFTivIxffFcgawDOrnvXWJaEWQYYuoWQVfdtcobNhrsiLfyMusXJySoxHbxQjbjGxZCouBkgiunrbOgSyfxqFAQqEXvtCfNiGQE,14017620318
2345,Sport,provincial,cuRusYsnINRCBtGNmlWKUjtBUyDKxNbYYlGpqYRsrKqBhOeORFDKBOtWZEBJeGDlPaBwEAtMAWutzTxjdMAfSRPSNvUqTZbqfNQCEebTErUViGmzxTEpkjJZnBdrxInFedZPpDdKOcYvecWbpziiruOdvPPYfnpRgPShEQtOTWtMDhdCAFysThZqJQtSZoImAmWJJkRynRIbeDsqUoTECpPXQPmOsvwHxYctHxMBZrgxVbimwFtQADSqJrTIgMIHeRPIVmlwKAFtxpTTkQViGsQudbVRQolBlRDTFpCrgcHxDtOhhCkljGAAKcgyDvVsMxVIirGBYAZEycNcvCFwJfReoTIPzHpXBaubvoObmutcZdCfdfeWGzcSpkHSllDXUiIQABGLwHjfkEqHVhSuMDFLkZCSXfDMNwUJsuDZAlXRgMZkWHXKBImRKAfpXYUhqvVcIUDEOSgJlNUoWqlzOWBNSWxXRVSgYmqluZJTuLZAgZcsSZUN,39264292079
2346,Sport,district,PaZDLUwJbOMZSZTGnxuCeMOUGPuACEFllqZQtAiwppxLGgnlSSseEQSQHYNfNrytrFtLMkbFLOxXTJKUlDclugfYaPxfAmzNgDIufVBQsRNGrZQJCnBKYGrCtraeUYlVgGNMbuaFRLaFJUYLumJbzzMNWVNJwWFbAGHZfPgIUDCIPHFHadAfPUmaPGhKMwJLSOGuZPwWxmVwsjgkreLeAhkFWuQAobrzjaTpYlMMQbZlrIwGLiNpYPkuNWqstfPFhplDQyOakfhtvtXpTbcQXqAmAlaDFtWJVMBHgGxoSgLvhQtHgbWSWysXWijnUeUpJxsuCapkHfLMmtNjNmOKlcWtYXnbzinfHxcShUtkQZGSmmhjxVpSqDvrffFBPTbmdufxhiqwODYFQShLlatCseALMLnpNohvhMCBTUDEIebkrmKyNpwTAtfdAgVUQtZQCSGDCGyjbQGxaHJmAUxQSYWdPnXzbwZvOsMWCHvoNeMkVqzXMQPt,22666417827
2347,Sport,provincial,hPhZQGfVjTQDNFglGJrfeDxfoMpyAJGeYtnJpXQkxLbsTNhqYPGlCwoRiKZmRmLNXPoljuGYRQOvRNSNOjtftVZThFthkTbnmeQisaRZZUqXAbcKNobvYfzBSBDdAULzneFyVfHSdBVTovYtyfxfDiUFrhooGekAMkJGLABqRuCIBkHSLNoWRqQkBHOnrOtsUIfxhCWMvvkqTIRcHNTkpuEumpKnqRvWMCdpRAszZgjmwdagmXeSxurYEORkyGUKWlUMgLKbRXWXzgXfDvvNTPaSTEWTxlimhqFmJnfqugmlvdrcXakdlJtcXJwIhDjBVSmpqlIWHkFQxqUdteqKruQuSIbRBgLJCAXwiThZQKqOFsikjfhHslfQqAvkefduoSVAqDMZyaggQjnDarYNoBHYqILOpRuUPnMLOaRSaXBfVbqhqwtwgLqpRtzirIPyIwKnCtocEGqTLMIvQVWIGZekypNsdxHrEicPCxmhsSACcoeWOybE,87019531081
2348,Knowledge,provincial,TjInMBncaSfNfmTcoZSBACOruoMbwfGXNlGYpfjCMszySggjPFboHCOlRWQafwrqZopcDkeBkqCkdyVwKeCJwSCfKTmSkxHnjcXDGGunJoUTDiNviMHaclYLTLxvWkHGGEkYrhyuvrNLPCqhNFlvNAhqxZwyvLMzRkjVSCnKbNccJQyjvsNaieelFzDBUyDEMhJOnZwKJBWSmFKXvfWqjhcwfFABphuZNxjYrUIwEbeEGimUTDEAZyFYGBaaUjVzUYYknsBzrlzlwOIAGiKzwSRDgUimqmzKfxUIWgSaGVRVExYOgnbzRRlUBVGLZdgksyOoMTXShMhcLVzuEZVsKMktqPrACMVPNaQhCnCgoZUvJPxjITZiXlkaFcUJuyKXwYcYtflrZaEvfhphjcAonrEcnNtpbsEMERXxmUCLllvmLevZGezbUesQjDEGNImtqFVTMuQtxYElEEMAqycbvxHwRcRmZJmbkDNoOcGORaVcmOCrQqaD,99531638028
2349,Voluntary work,district,DOEauDroZtLGGJNAyBfZIIXmtpMUzoiGgTNmCOdPpcMhKXRjToXiCTqtCYBpljZQAxHRnCPFIUtLbXUDbdwwnWHpzhykWHtjkpmHRKTFYNFljpRyapgxfUjDEhcywmWZWwXfCwZDeUxrKCHoGaAaTTohDTbEVQNcIqcAXCOoklHrXMBpavLRpkINiNmfRdyWUUXqEObIWIbWVPUzMAWbesjfCYtHXstKIoizTgehWOQAZISAzSdInnVLxIEfiqLFECkadUpbouxQTVuIxDTlyeySpDpMjOYKsnkKyiSXkviSbMnuDeAADeKLuJfiBEpepIzezRolTlgatcLcCREkMPPQVkllTzBoAZVAivESYNNpBRNEiwVwUZaanLbjYHucsntjGdDFqOzvqwXYudEcRoDzyMFkEMuqCvqHSXtJCouUMxbJJmyPUsuNpoCnIbGWuKGQPaHsRICgKKVWPhofYUCfGFIohvCJSYVlUzzKjKXObIxKZsNU,73548128728
2350,Voluntary work,district,PIuIlbEjCyDhpbZnxZYqQlRHrTOgKZyPgnTDxQMcLsKfQASfXOBrpsJhfPrZtxnTWxHvXlWeecCQrrFBSpgurLBPTlmgKGDGaeAKJzwEWjiJHTVMhlmMjnESFWagSANmtgaLBvmxeKiFMeAoFbbnODfGytxflwccfyMljHNQNEupocgGqMRyjZOUpkYZSGmTeVvvIRlqURkZrwTHJMQFksRqHbvGANzmweYTlHOtUpocPwmxlOiJzGCzCjRtsdHQYHGxxObOHUUtTCCZKKOMcoVgiiHmiWTazSDnXWLnWpaNqVlKFYSwUNpblwlGlDVxWgJpShBihDwQakUVkSHQDwiDUnLZxBDNrxhTWJhiWwYQVeWHbUVPuOgitkMEZPtGUPFlsuQiyPtnHGriqomwNaYdcmoUtyAasKqIOpbYpdzczLrNOckvDfWexPoySlnEKkxedYlVRZVckJqZGRKmtgUcOUnNxHhRRaZwFFxSmQllmSSbJwnI,92716792075
2351,Sport,international,YTBfWnKtjNDWtYDDkFGlkmLznqwEIUCdlBJbniIBoefKmjSPReRKelesNELGKldKXuYBidkURrMHMFoAovNepsAkfktnSsErbbuzZVMJCFtrxEvidjKqAxujlnSASjWPGVQNRvBcxvQDRLNVKUfdSsbIuYHZQptoROKFuEPKNBLFDaEJDHBCYnWyteXuKXeoOCkjcmnYPGSsHTDAuzDJHqeYKFdkOPtmvEkVRdNlFzNEJyNqHmvYrKiORlAEpwOWXVbiDUuOUYxAsSCWGtQYOZEZaNHmJmwzCUoaMbuaZCLxhboohvzswTMvRGgxNIWAAvKABbRVCnimJpwORnlhJIKMBLkjPJDQcQiqsokyzGZsarHYInESfiRlJSLtSVJmlbkGwgllOhQmAusrIyfeutbuDSBWWTGEtqueZtsBOLTBphmMZkoMmeYQSZAJtFcpcmgECxvAiJGVaguaApwyCIzdFRgsNzZgBKZKdKYfaVmHdQHDNaud,58554569255
2352,Voluntary work,national,XIeKNvLMVoGOdouvKLdxwABqynLjtNyOtCEwwLbNTEOgkCkwNOcyqeFZBUiJljYqIVKabIRxXwwOSOycBvdQTfXmyNZEmZLhWYZpupKwSludFPBGLlquddgLBOytQzCeVIADpnkSfbEoSPyZtzAeOhagWqHgYqbCMleExcDceTUCUmJUCXqtFefyeesDzszgAivLsrImJJLVXgCCfBoBhBPmXzwQrinpayScHjqCGsCtQjCHIXaidCRTDJahpYRnJjIGYbddbySSDkyNBBNdbIsRfxDZxBEnpUzpcCuDIWspcQCPggnWpYGsjEesKSwSpUACbWoqhgxqCNiBFTyoDJsEmcIghkzUoHywxLVGSkkaqQzgIPlVvIisxsCLBtFuJMmQMvFCNjKnlWdCsRwSARrfeuGqPaiSGkCMEmDdhiBWQzlcEHRlzwhDoqBvqfzZZDCWgORIppxFrJPxdZdBRDgeejgeBXlnNagblnecIeiBSctzFJUe,10572207775
2353,Voluntary work,district,smzgHKxaYwFLNyhgsvixDhvIWyEItwCyLzMDrLrBCdWPJCwjBpFuUxDsDHaIlWzSxKNSrnEZcRVFIcUEhWvGGgkhdZXZjbIzsRKTbxfRlinFWqnoAedkDrLShxosrsqkrURxoKDxmsjAXTLuGvgsgmMRxZTvCusAXKKDnbAuspUfeOruHFgvBlgBXiSuYxXBGuWJnaMXSZxbHsXBKQlEUySSbkxPlkKYCfdxqVqUNRnKeSbZMNJHdxyYAKeicYVaqIyAubuwCNowSbtWoxbDrqppHFBHnAXZHIMcBswtdxlUVMSYmxqEiipHfViZvjOzbvdMtHMBKsmvGgbqIHnvkrEymTUCIzzYHlAMUuAjnxjUPVTdaxPyKHNZHqaZYDmcPIkeYFXPbLztdeceopqrCeGPdVaREgmoQDXDLQKxWXSaumbgdZtehaEBktQqGoIAgvPMdmIzegutRRWIzSffvtrIJhsPISFzoIuTNkojZSDCvyewnhHo,32894424797
2354,Knowledge,provincial,rDvwTHuEozyycvXqurvaWNfVHHKNRUOIGAQPJJROFvHJRoMRDHjlBTDKxkqMsIAsYNMUHoovJzReiebdWsPEIwmvknzjKFFqcIPiogqalgPcbtGPdQeMGqOxRVLCmWUekvSAVeJAgyYqMmXrVaXfwIfvYHdzrveWALFHvkbGkDsZNVwbIPLCZjDeiMeRZCgBMKNcuJHnvevUcujahhPtqUgPUwmxOMBmljXrWKNknZcMGfOBYACrfjvqOJVFRGGhgiQxjRWnEPiuyfCkkCEuStGLZkJzymDqZatyhxIkuSezzoPltLVShinYTINjDiUfmYkVjaFJboFryuLPXQRxwwgjEyIBAmbwZPUyJuGhzhWQwjYjtXISuYxAlhevAbgowLLkreJlZBcjQHLldeQEXGTLqmvInolqrNGBnpHalLSnfKaGYQXbRIDAfcFiiFtOyCNXEFjCnWuohxZVduqxBMMJdcCEavhAWbzbyyqIYlnmokAPrtQs,58242493935
2355,Knowledge,district,FNiMDungMTXXJctuVwrQxfLTTMvwDKuBxMJSkAsoCpYYnvFotISdJStAyTdNtznDIAaUzOjEoMVCTPJqjdalMgsfRfkHQiaRtdjYgsSJwUBugUVoZbOXNyuueKrExqGXYdPdTHwyKxHtSVENfFoLAmywusWJdxznurZSGDsSsGiyrKWWIswvJaxCAwOJqNUAlKoVFqBcLXdJoSeQeZWdmbTiOvVLOmeFOVxTXxtdsFfbjoxCfemuqoNgNDySAVjcDihjtDYnZnHnSBChoOnWbnaunxeiASPPhnjjZsNGZAXjneiKSFZhlsCMgZnOmiJrYPoymTkrHBpmlOhIHrkZnWPVpbQXJAlQHSDDNrXXWimulQJLCjMQfpojkVDbXlWNqPjjkguBdgoluIYsgzeOuZQqjjyXdxYDsiJhXObwWECDgmuzPsSBoSGhSpgAlmYhBkXSzcJLbEaPlxfDusfCbNKGpZDLsLxBLEbqZdDQjxUCKbNoIYhP,39694489365
2356,Knowledge,provincial,lLHqLclcpzUaFUNQnsWJilGRYteZojJzkRkHpaIvOaSQXgaMtOtvFkTaYtzqFuZkFzxhqxukbqSzDylYVCmkGvMRBRmkPVDFPeVQlBrsrvrGeTDZkrSWeckwHSldTtlTckdHWklpkAlPbhzPNHqGmmEIbbYMoHThsfSkudmqZfqNiYHGkuiVbcFPhPpAcDRKBJELNsEAbRbqKpuvoswBqklqbfxZGmVxZaAZaQMefvWvDeElNDtmFtelDpluSOhjBHcoqGmvMXFxlwmlReQrhNwXSsQMYNNxhiVuVAElUvgbmhtSkrLJaLLlXIFrSvkYlJyQnSFdTqAUzrNiDicANThYlAAuOHDECcpVznwrQWkoLpfvnAcUTfwAfqRDHJdnkTutymLFfHHKGZZHsUkMSesFEPwJhPmKbdEHpGBHjgxDskLcQYrEYPKfVKuKdwpYepImqFBjGbPuqBDMacwDGHaIUxDqsJUaLJUIcaBtHJlTKkVQKwfv,89990710929
2357,Knowledge,district,CeTDUevOfAwJFuehgiUIDrlJVuwyMahWkWclQXnRfLERSlEqCbvOcWsdESVLAyqBssZJXMpKTHrbNofOVtWMFwQVfTVAjkRtcgFstsBQrWDSaCHSoycdqURrWfCTxdgNpAVdiILOUZSsSZhcZtjNulSKzkkRsvfHqTdIfqoUfiBxruQVxxDefzSrbGlIWDdaAsRWojvrjbeqcrMEjcBIlGVgZTwVbIHoSkrFBjIXFKTYdHBRQGZYkADOvFntEGotZNfCPxltMiIfSaHtXhZghqFIhOWxTCTyHmJWzTzlXGylQwFBRJvNtMeXoIXXzkucSgEBjYgKbbnzxYoDDdLPXKdNCdDQJkNTGmwVJcsTQHkERkKUOBzeSGpKuVFelLAyTSqQiGkIJrJPugAoJEgMYHwrSNafOIcRLwbORxeONFtcyFymYZfsoXknPzopafODuXcDJTlBZVlkIcJcyYpiGWQnkpIHYznSuTIguSJQrRgglrnSfvZB,83277278121
2358,Voluntary work,national,XpHyUYWNbHWZnsxaKCFtInvogGrrNoWhBBdLRNGJbjQjQupjpBdRYFEJbjLjnoajeKEcymsUHwCJwafPtOXTIWxBhYhxtaLOJPNCtBKaiuTJbXNTyqGHxWjbPWykaTOUxJMFGuIMQzxzBFoDeCywVQbpOSsHZOAXZxbUdlyNkjPJMQvRSxigZOgvmIeGcySUieHPigKrupGDWNhdxPuSjuJjQuDjGavZuzowIsdiWyGlFtQEVnCxgHXNUeqvrawNUtDHjgOSZQjcXXxdzomHkzKZZgtMrbRLeDrcEfxFNkuRWzVMPxmTIUmtzdIStqAepaNTkGZSEvLSmbUHZtpxhPGXPnJzAMvUfyDgpyuTETmJblTrDXjFUJhjecRqGfsTmIfbsFdzgcRVJXrBfJUnuUStKUbIZCJuzRmjxvOJcoAZSmkcCzfMdhBSQxLneiNNAPOhzaNAPtRlCexJnmFrOvEzofisqJXPkLxryAaEJTKPuNdfbufB,88692661055
2359,Knowledge,international,SfcuOHUKyVVicFuxGdxLwNLksBNAeeEJAufNUdLuSlqFEzKIBODKuJgIPEJVxLmmagitlBUCICtkoJUFCMGcTIjTVDxEvhLmPfDhEmXEdCcQfPYMitiQzwnzRhykVNxxZygKuZetvHDCHxPZZIKbSFRxHuRzuEOkovnSZYkUgQyfKmmjnegPYWPDcoqifdRjxZozimtTnWvqTjVfpWCvEDMNwgDjjZezKdkJlMxcCqwEtPgLAOLMQSjmWkPSKWOaTHfLxmdpUZezsKbdgSanqWBCocitJLzHWJknlZkTaHyrjBZiPZHuFJKSsfUIFAdYAHfDPNtcbEkaQymNJjdqPykpczylJkdsURJuPbuLEOrBYpFxBScLNMwaYoNavcQzpfZfqFlIoWnnxpVpkSrEovXcxalNyNgwjKrWbTRdijpGxsEAHnkVCISlUoFZiXLfIwzCoaiWAAbVTxdMMlOWXhkFCzpoexMuZVmwfLYxQgiUBjkmBdiD,89512488282
2360,Voluntary work,provincial,EltAbTPmUnEVjgciWpOmpHOuOlURtdzvrCNRqMoJtXvvLLYJgbsKfqWMwVEaYbCHAuRPWBknSapidaJfQrlewLDrHRFYRNkubXbDHdNEsQKkTnUARoMPfhSbqVgXYJMuxdhqppshDNXZXepkUzbuVaIZWULbvGHocGVNfWYkhcMxxOngGRtVgcCCFNmIJYqLTFefixcVTJZmHFFcCUdbbNSvWXPkHRzyikUnotHmeWPtZCqYZIsxOLQzgSvPpkdscsPKLPpVyWgiOgxNDEZQVXDanDxROZzEnRWebcUkumXFXqfhnpYEXRvZtEVHzeloffeAXkwchRgGkipyhlFCZxDcYqKBJWHiOqvrdFJlouzIfMePCcvaBcATEdiQAonpobNfEDFXgQbcTEhFEfZtAYvEdAEEAsuMBlodfpmDLGroxGKJuITpNtmBxVBsOGlPXGYkyCSDYcHulqYSpZdbWHmjUlaSQjcpWSWLrQmvUitFIrUxuKHv,89198650799
2361,Voluntary work,provincial,BOyvHgKkBBBjtnBsfxJyBeYzxYwbIPhwPPDKqKvIDqIYEewiXFSzucyxPQXzdavBmABQeYqYoutdGLtxkXGdGdmneplBmljldaayYRnZrnPexcLZjDUvVSGsExdtRmneDWDIXPHjqWFXbWfkNiNAYbvbonwxeadKslXGVSQZeWLniGpVvRSyrHEoBrNTGvXyrmOHIcSxfoDwxWWvDOIVSxpjEeWMmGREpDElvMzziZUZNuLYPYjRAOsRJczEvlSBytsvZYNvIUUqZDBOvCEXlptkwEfhwCzgZPMyUJQxJueAxNrglimbwmOarojfCopCalhBMGRMMYVwxVfWqRhwnIGhNwgQCseJCBxSlRThyttVprYrhdcXLQBzkNJCRXbwBvMmvamkEoNHAfkDcDnjSwyGlRGFSXfnMipYSAiRaAWTNKoNwuUTufsaSuDSeqkBfJGraApexOOfssChYojGBuIaxESOksPQuIgqEpdumpkKoNqAFSHh,23842183755
2362,Voluntary work,provincial,cTieufbTBKaHSCQaSYzccoNRQJjcglECOWUOoAXLmRWLVLtWubWxlYArvMdQkNMsxQvOFNuCVviiLuaqnapkwjxhfvzSyfaesswJZFpizSrUUiUbRExxmQvswyMcxMsexOOmntmzntsqvylscAkLyUsfzfGCIBEclfeXhdWUbODvMdejEKWzfrPIetYEpldfEXIbvytufSmqSPCydreQFXdfaJjWULIcAtRfXaedRVKtHbWCdRYQSKGrdtyJIQvefVRBMAQNiiKTxbIeKwqptzHNChsSfMTVqqIDvbTaIBdiAppqpMInQCRyUplnbgKrlcVSFmtveEHaqEFDMXGtNGpgAeENhZOODvqCnEWdZjUlTWucNEQMoFxdIcTTrDcbRkpBTIRdzULQbUbHWPwVhJpmYJKpEmXuIilDbgbcrlPvHTTFkHufHMGUzswIiTpvHBRwPaXBtsRzpXvEEKpGBMTUqMlTtfYptKaxNwZkFVMKeFCXSdnP,67142366676
2363,Sport,provincial,uZuEQZRlQFhCGvqUmKpwuSkjDHyxyxOjjYaxXFdiGImMHYeVyQYgSMyMhiPxLJMfTdEYWPFaJBxfiTnBLVuvCYHsUsXxMxAVUGedSiHcKwhmIFcNDbbYXdmdMEwGxtEbDSYMmQsfcZYVmFSdZXSHdLQTDpMAqYjrUHzgMwCelJrPpGKRWikzUhAOGrfnAZfIMpIaOccpnwrXrvLFuROiBkvHACVaMJiMZdFNAcgmwFgLZjHqQZQgFFxeAtrdSJbmuBTWOpwNsqaGwAsCPiJeWtdKmcfDiXBIYgphrYWHtNVxaYsvdOYWtcHgIYJwSbsHzuGmpasCFJkrLwqjPdpEPSAntOMRBFVDyTEEtmbINGakGjmJIAzFlEUesHOLZxcoFWduUqKoistrxAocxQCbntkwldiWkxukMXwqkwDkDCXQyzWOJRYGNkhFXCGukSmrapXJYBqNmkrOUupmehDbVJTJuYhiZOElIEavHXqlobwizMWnmInM,52158962303
2364,Knowledge,district,qkRqkiwVWLKMHUXcEIhKNSuMQTSWaesHsIBTnoMStAzGipQefeWZgPHsNdkyZPbSEvVNDLgFJUQmfOUIuhzFQTLibIBbOEkWuNoFHhhUikFtQcQWjLPargfAUltkZrqhZePXxjbrnmAoWLYQijKSlZNZylQuJUMDUwcIHXllqQxyLIfZOykIIbQhRFruofamiQRQhMjWGQywLaoIutuiaFIkDuIMHueokslEYSqXTxKZXtQsaDGpdeDmpIFpXsIRwIEbqSbBdEtFjIynSDZxVYyFMUiZWDlWCnWlfkMsXnvpBFEYjnPifRGbIbhGYIUIDZAWMylgnUHeUEyMnWYcwUcnXOnjNbLpYCrZkgPStCSHcCUDfcsEARSTqIFWCXuBonnhJVvbWWgIlGOszFNWMMpHMeJnzoIyEUufQHbvUdknWkIaxzQGCxzbLqYVmlfOEcYLYGshkBaTcOwxuEBVZtMNSIVYvgwKHPkXBIEMPLQnMtrdaSFd,56820486549
